condition,date,hour,humidity,pressure,temperature
Haze,779,11,63,30.08,66.9
Haze,779,12,57,30.06,70.0
Partly Cloudy,779,13,59,30.05,70.0
Scattered Clouds,779,14,57,30.04,72.0
Scattered Clouds,779,15,61,30.03,69.1
Partly Cloudy,779,16,63,30.02,68.0
Scattered Clouds,779,17,61,30.01,68.0
Clear,779,18,65,30.01,66.0
Partly Cloudy,779,19,70,30.01,64.9
Clear,779,20,75,30.01,63.0
Clear,779,21,72,30.02,63.0
Clear,779,22,78,30.04,62.1
Clear,779,23,81,30.04,61.0
Clear,779,24,77,30.05,60.8
Overcast,78,1,70,29.88,64.0
Overcast,78,2,70,29.86,64.0
Overcast,78,3,67,29.86,64.0
Overcast,78,4,70,29.87,64.0
Overcast,78,5,72,29.87,63.0
Overcast,78,6,70,29.88,63.0
Overcast,78,7,67,29.90,64.0
Overcast,78,8,68,29.91,64.9
Overcast,78,9,63,29.93,66.0
Overcast,78,10,63,29.94,66.0
Overcast,78,11,59,29.96,68.0
Overcast,78,12,57,29.97,69.1
Overcast,78,13,56,29.97,69.8
Scattered Clouds,78,14,55,29.97,70.0
Scattered Clouds,78,15,53,29.97,71.1
Scattered Clouds,78,16,53,29.96,71.1
Scattered Clouds,78,17,55,29.97,70.0
Scattered Clouds,78,18,59,29.97,68.0
Partly Cloudy,78,19,61,29.98,66.9
Clear,78,20,63,30.00,64.9
Clear,78,21,67,30.01,64.0
Partly Cloudy,78,22,70,30.04,63.0
Partly Cloudy,78,23,72,30.04,63.0
Clear,78,24,75,30.03,62.1
Clear,780,1,78,30.04,61.0
Clear,780,2,80,30.03,60.1
Clear,780,3,81,30.03,59.0
Clear,780,4,81,30.03,59.0
Partly Cloudy,780,5,84,30.03,57.9
Scattered Clouds,780,6,84,30.03,57.9
Scattered Clouds,780,7,83,30.04,60.1
Scattered Clouds,780,8,81,30.04,61.0
Scattered Clouds,780,9,75,30.05,63.0
Scattered Clouds,780,10,63,30.04,66.9
Partly Cloudy,780,11,59,30.02,70.0
Partly Cloudy,780,12,53,30.02,73.0
Clear,780,13,50,30.00,75.0
Clear,780,14,48,29.99,73.9
Clear,780,15,43,29.97,75.9
Clear,780,16,40,29.96,75.0
Clear,780,17,48,29.95,73.0
Clear,780,18,49,29.95,71.1
Clear,780,19,57,29.95,69.1
Clear,780,20,70,29.96,64.9
Clear,780,21,73,29.97,64.0
Clear,780,22,75,29.98,63.0
Clear,780,23,78,29.97,62.1
Clear,780,24,78,29.97,61.0
Clear,781,1,78,29.97,61.0
Clear,781,2,81,29.96,59.0
Clear,781,3,78,29.94,60.1
Clear,781,4,84,29.94,57.9
Mostly Cloudy,781,5,84,29.94,57.9
Scattered Clouds,781,6,84,29.94,57.9
Mostly Cloudy,781,7,81,29.95,59.0
Overcast,781,8,81,29.95,59.0
Overcast,781,9,72,29.97,62.1
Scattered Clouds,781,10,65,29.96,64.9
Partly Cloudy,781,11,59,29.94,68.0
Partly Cloudy,781,12,53,29.93,71.1
Clear,781,13,53,29.92,71.1
Clear,781,14,53,29.92,71.1
Clear,781,15,50,29.90,71.6
Clear,781,16,51,29.88,72.0
Clear,781,17,57,29.88,70.0
Clear,781,18,57,29.87,70.0
Clear,781,19,59,29.87,68.0
Clear,781,20,60,29.88,66.2
Clear,781,21,65,29.89,64.9
Clear,781,22,70,29.91,64.0
Clear,781,23,81,29.91,63.0
Clear,781,24,84,29.91,62.1
Clear,782,1,87,29.90,61.0
Clear,782,2,87,29.89,61.0
Clear,782,3,83,29.88,61.0
Clear,782,4,75,29.88,61.0
Clear,782,5,72,29.88,60.1
Partly Cloudy,782,6,75,29.88,60.1
Partly Cloudy,782,7,72,29.89,62.1
Clear,782,8,78,29.90,64.0
Partly Cloudy,782,9,68,29.91,68.0
Clear,782,10,61,29.91,70.0
Clear,782,11,57,29.89,72.0
Clear,782,12,51,29.88,75.0
Clear,782,13,52,29.87,73.9
Clear,782,14,50,29.85,75.2
Clear,782,15,53,29.83,73.9
Clear,782,16,53,29.82,73.9
Clear,782,17,50,29.81,75.0
Clear,782,18,53,29.80,73.0
Clear,782,19,63,29.81,69.1
Clear,782,20,73,29.82,66.0
Clear,782,21,80,29.83,64.0
Clear,782,22,80,29.84,64.0
Partly Cloudy,782,23,84,29.85,63.0
Haze,782,24,81,29.84,63.0
Clear,783,1,86,29.84,62.1
Partly Cloudy,783,2,86,29.83,62.1
Overcast,783,3,86,29.83,62.1
Overcast,783,4,84,29.83,62.1
Haze,783,5,84,29.82,62.1
Overcast,783,6,83,29.85,61.0
Overcast,783,7,80,29.84,62.1
Overcast,783,8,78,29.86,63.0
Mostly Cloudy,783,9,73,29.85,66.0
Scattered Clouds,783,10,68,29.86,68.0
Scattered Clouds,783,11,65,29.86,69.1
Scattered Clouds,783,12,65,29.86,69.1
Scattered Clouds,783,13,63,29.85,70.0
Scattered Clouds,783,14,65,29.86,68.0
Scattered Clouds,783,15,65,29.83,69.1
Scattered Clouds,783,16,65,29.83,69.1
Scattered Clouds,783,17,70,29.83,66.9
Mostly Cloudy,783,18,75,29.83,64.0
Scattered Clouds,783,19,78,29.84,63.0
Mostly Cloudy,783,20,80,29.85,62.1
Overcast,783,21,78,29.86,62.1
Overcast,783,22,78,29.88,62.1
Overcast,783,23,78,29.87,62.1
Overcast,783,24,75,29.87,62.1
Overcast,785,1,78,29.91,61.0
Overcast,785,2,78,29.90,61.0
Overcast,785,3,78,29.89,61.0
Overcast,785,4,78,29.89,61.0
Overcast,785,5,78,29.89,61.0
Overcast,785,6,78,29.90,61.0
Overcast,785,7,75,29.92,62.1
Overcast,785,8,75,29.94,62.1
Haze,785,9,75,29.94,63.0
Haze,785,10,73,29.95,64.0
Mostly Cloudy,785,11,61,29.94,69.1
Partly Cloudy,785,12,57,29.93,72.0
Clear,785,13,59,29.91,71.1
Clear,785,14,57,29.90,72.0
Clear,785,15,57,29.89,72.0
Partly Cloudy,785,16,61,29.88,70.0
Clear,785,17,63,29.88,69.1
Partly Cloudy,785,18,65,29.88,68.0
Partly Cloudy,785,19,70,29.89,66.0
Partly Cloudy,785,20,78,29.91,63.0
Scattered Clouds,785,21,78,29.92,63.0
Mostly Cloudy,785,22,78,29.93,63.0
Overcast,785,23,81,29.94,63.0
Overcast,785,24,78,29.94,63.0
Overcast,786,1,80,29.93,62.1
Overcast,786,2,80,29.91,62.1
Overcast,786,3,77,29.91,62.6
Overcast,786,4,80,29.89,62.1
Overcast,786,5,78,29.89,63.0
Haze,786,6,80,29.90,62.1
Haze,786,7,78,29.90,63.0
Overcast,786,8,78,29.91,63.0
Haze,786,9,73,29.92,66.2
Partly Cloudy,786,10,65,29.92,69.1
Partly Cloudy,786,11,63,29.92,71.1
Partly Cloudy,786,12,57,29.92,73.9
Clear,786,13,55,29.90,75.0
Clear,786,14,54,29.89,75.9
Clear,786,15,57,29.88,75.0
Clear,786,16,59,29.86,73.9
Partly Cloudy,786,17,64,29.86,72.0
Partly Cloudy,786,18,68,29.87,69.8
Mostly Cloudy,786,19,77,29.88,64.4
Mostly Cloudy,786,20,81,29.90,63.0
Overcast,786,21,84,29.91,62.1
Overcast,786,22,86,29.93,62.1
Overcast,786,23,86,29.94,62.1
Overcast,786,24,86,29.94,62.1
Overcast,787,1,86,29.94,62.1
Haze,787,2,84,29.93,63.0
Haze,787,3,84,29.91,63.0
Haze,787,4,84,29.91,63.0
Overcast,787,5,90,29.91,61.0
Overcast,787,6,90,29.91,61.0
Overcast,787,7,87,29.93,61.0
Overcast,787,8,84,29.95,62.1
Haze,787,9,77,29.95,64.4
Scattered Clouds,787,10,70,29.95,68.0
Partly Cloudy,787,11,59,29.94,73.0
Partly Cloudy,787,12,59,29.94,73.9
Partly Cloudy,787,13,59,29.95,73.0
Partly Cloudy,787,14,63,29.94,71.1
Partly Cloudy,787,15,61,29.93,72.0
Partly Cloudy,787,16,59,29.91,73.0
Partly Cloudy,787,17,61,29.90,73.0
Partly Cloudy,787,18,73,29.90,68.0
Clear,787,19,78,29.90,64.9
Scattered Clouds,787,20,86,29.92,62.1
Scattered Clouds,787,21,81,29.93,63.0
Partly Cloudy,787,22,81,29.94,63.0
Partly Cloudy,787,23,84,29.94,62.1
Clear,787,24,84,29.94,62.1
Partly Cloudy,788,1,90,29.92,60.1
Overcast,788,2,90,29.91,61.0
Overcast,788,3,86,29.91,62.1
Overcast,788,4,86,29.91,62.1
Haze,788,5,82,29.91,62.6
Haze,788,6,84,29.90,62.1
Haze,788,7,84,29.91,62.1
Overcast,788,8,87,29.91,61.0
Haze,788,9,84,29.93,62.1
Haze,788,10,84,29.94,63.0
Mostly Cloudy,788,11,73,29.92,66.2
Scattered Clouds,788,12,70,29.92,68.0
Scattered Clouds,788,13,65,29.90,69.1
Scattered Clouds,788,14,63,29.88,70.0
Scattered Clouds,788,15,63,29.88,70.0
Scattered Clouds,788,16,63,29.86,70.0
Scattered Clouds,788,17,65,29.83,69.1
Partly Cloudy,788,18,70,29.83,68.0
Partly Cloudy,788,19,75,29.82,66.0
Scattered Clouds,788,20,75,29.82,64.9
Partly Cloudy,788,21,80,29.83,64.0
Partly Cloudy,788,22,84,29.84,63.0
Partly Cloudy,788,23,84,29.84,62.1
Mostly Cloudy,788,24,86,29.83,62.1
Overcast,789,1,82,29.83,62.6
Overcast,789,2,84,29.81,62.1
Overcast,789,3,78,29.80,63.0
Overcast,789,4,78,29.79,62.1
Overcast,789,5,78,29.79,62.1
Overcast,789,6,78,29.80,62.1
Overcast,789,7,75,29.80,62.1
Overcast,789,8,75,29.82,63.0
Overcast,789,9,73,29.82,64.0
Mostly Cloudy,789,10,68,29.82,66.0
Mostly Cloudy,789,11,65,29.81,68.0
Scattered Clouds,789,12,59,29.81,71.1
Scattered Clouds,789,13,59,29.78,71.1
Scattered Clouds,789,14,59,29.77,71.1
Partly Cloudy,789,15,59,29.76,71.1
Partly Cloudy,789,16,59,29.74,71.1
Partly Cloudy,789,17,61,29.72,70.0
Partly Cloudy,789,18,63,29.70,69.1
Partly Cloudy,789,19,68,29.71,66.9
Partly Cloudy,789,20,75,29.71,64.9
Partly Cloudy,789,21,78,29.71,64.0
Mostly Cloudy,789,22,75,29.72,64.0
Mostly Cloudy,789,23,73,29.72,64.0
Overcast,789,24,73,29.73,64.0
Clear,79,1,72,30.03,62.1
Mostly Cloudy,79,2,75,30.03,62.1
Overcast,79,3,72,30.02,62.1
Partly Cloudy,79,4,72,30.01,61.0
Clear,79,5,75,30.03,60.1
Mostly Cloudy,79,6,72,30.03,61.0
Mostly Cloudy,79,7,70,30.04,63.0
Mostly Cloudy,79,8,70,30.06,63.0
Haze,79,9,70,30.06,64.0
Overcast,79,10,65,30.06,66.0
Partly Cloudy,79,11,55,30.04,71.1
Partly Cloudy,79,12,51,30.03,75.0
Scattered Clouds,79,13,53,30.03,73.9
Scattered Clouds,79,14,51,30.02,75.0
Scattered Clouds,79,15,53,30.01,73.9
Scattered Clouds,79,16,55,30.00,73.9
Scattered Clouds,79,17,57,29.99,73.0
Scattered Clouds,79,18,59,29.99,72.0
Scattered Clouds,79,19,63,29.99,70.0
Partly Cloudy,79,20,70,30.00,66.9
Partly Cloudy,79,21,75,30.01,64.9
Clear,79,22,78,30.03,64.0
Clear,79,23,78,30.02,64.0
Clear,79,24,78,30.02,64.0
Overcast,790,1,75,29.72,63.0
Overcast,790,2,70,29.71,64.0
Overcast,790,3,72,29.69,63.0
Overcast,790,4,70,29.70,63.0
Overcast,790,5,72,29.70,63.0
Overcast,790,6,75,29.71,63.0
Overcast,790,7,75,29.73,63.0
Overcast,790,8,78,29.74,62.1
Overcast,790,9,73,29.75,64.0
Overcast,790,10,70,29.75,64.9
Overcast,790,11,65,29.74,66.0
Overcast,790,12,68,29.74,64.9
Overcast,790,13,68,29.73,64.9
Overcast,790,14,65,29.72,66.0
Overcast,790,15,63,29.71,66.9
Overcast,790,16,63,29.70,66.9
Mostly Cloudy,790,17,61,29.68,68.0
Scattered Clouds,790,18,63,29.67,66.9
Scattered Clouds,790,19,63,29.68,66.9
Mostly Cloudy,790,20,67,29.70,64.0
Overcast,790,21,72,29.70,63.0
Overcast,790,22,67,29.71,64.0
Mostly Cloudy,790,23,70,29.72,63.0
Overcast,790,24,70,29.71,63.0
Overcast,791,1,70,29.72,63.0
Overcast,791,2,70,29.71,63.0
Overcast,791,3,70,29.70,63.0
Overcast,791,4,70,29.70,63.0
Overcast,791,5,72,29.71,63.0
Overcast,791,6,75,29.72,62.1
Overcast,791,7,83,29.73,61.0
Mostly Cloudy,791,8,78,29.75,62.1
Mostly Cloudy,791,9,70,29.76,64.0
Mostly Cloudy,791,10,65,29.78,64.9
Mostly Cloudy,791,11,63,29.78,64.9
Mostly Cloudy,791,12,60,29.78,66.2
Overcast,791,13,59,29.78,66.0
Mostly Cloudy,791,14,59,29.78,66.9
Mostly Cloudy,791,15,61,29.78,66.9
Mostly Cloudy,791,16,59,29.77,66.0
Mostly Cloudy,791,17,58,29.78,63.0
Mostly Cloudy,791,18,56,29.78,63.0
Scattered Clouds,791,19,56,29.78,62.1
Mostly Cloudy,791,20,62,29.81,60.1
Mostly Cloudy,791,21,62,29.81,60.1
Light Rain,791,22,69,29.83,59.0
Mostly Cloudy,791,23,62,29.84,57.9
Overcast,791,24,65,29.85,57.9
Overcast,792,1,67,29.84,57.9
Mostly Cloudy,792,2,65,29.83,57.9
Overcast,792,3,67,29.83,57.9
Mostly Cloudy,792,4,67,29.84,57.9
Mostly Cloudy,792,5,67,29.86,57.9
Overcast,792,6,67,29.89,57.9
Mostly Cloudy,792,7,62,29.91,59.0
Mostly Cloudy,792,8,62,29.95,59.0
Mostly Cloudy,792,9,56,29.97,62.1
Overcast,792,10,60,30.00,61.0
Mostly Cloudy,792,11,52,30.02,64.0
Scattered Clouds,792,12,48,30.03,64.9
Scattered Clouds,792,13,48,30.04,64.9
Partly Cloudy,792,14,48,30.04,64.9
Partly Cloudy,792,15,47,30.04,66.0
Scattered Clouds,792,16,50,30.03,64.9
Scattered Clouds,792,17,45,30.02,64.9
Scattered Clouds,792,18,58,30.02,64.0
Scattered Clouds,792,19,62,30.02,62.1
Scattered Clouds,792,20,67,30.03,60.1
Scattered Clouds,792,21,69,30.04,60.1
Partly Cloudy,792,22,72,30.06,59.0
Partly Cloudy,792,23,72,30.06,59.0
Clear,792,24,75,30.05,57.9
Clear,793,1,77,30.04,57.2
Scattered Clouds,793,2,77,30.03,57.2
Overcast,793,3,69,30.03,59.0
Clear,793,4,72,30.03,57.0
Clear,793,5,75,30.02,55.9
Partly Cloudy,793,6,72,30.03,55.9
Scattered Clouds,793,7,70,30.05,57.9
Scattered Clouds,793,8,69,30.05,60.1
Mostly Cloudy,793,9,64,30.06,61.0
Scattered Clouds,793,10,58,30.05,64.0
Partly Cloudy,793,11,54,30.04,66.0
Partly Cloudy,793,12,55,30.04,68.0
Partly Cloudy,793,13,55,30.03,68.0
Clear,793,14,54,30.01,69.1
Clear,793,15,51,29.99,71.1
Clear,793,16,49,29.98,70.0
Clear,793,17,51,29.96,71.1
Clear,793,18,53,29.95,71.1
Clear,793,19,48,29.94,72.0
Clear,793,20,63,29.95,66.9
Clear,793,21,68,29.96,64.9
Clear,793,22,70,29.97,64.0
Clear,793,23,75,29.97,62.1
Clear,793,24,75,29.96,62.1
Clear,794,1,78,29.96,62.1
Clear,794,2,81,29.95,61.0
Clear,794,3,80,29.94,60.1
Clear,794,4,80,29.94,60.1
Clear,794,5,83,29.94,59.0
Scattered Clouds,794,6,84,29.94,57.9
Mostly Cloudy,794,7,83,29.94,60.1
Mostly Cloudy,794,8,78,29.96,62.1
Mostly Cloudy,794,9,73,29.97,64.9
Partly Cloudy,794,10,65,29.96,68.0
Partly Cloudy,794,11,61,29.96,70.0
Clear,794,12,59,29.96,71.1
Clear,794,13,52,29.94,73.9
Clear,794,14,52,29.93,73.9
Clear,794,15,50,29.92,75.0
Clear,794,16,48,29.91,75.0
Clear,794,17,53,29.90,73.0
Clear,794,18,48,29.89,73.9
Clear,794,19,61,29.90,69.1
Clear,794,20,75,29.91,64.9
Partly Cloudy,794,21,73,29.91,64.9
Partly Cloudy,794,22,81,29.93,63.0
Partly Cloudy,794,23,78,29.93,63.0
Clear,794,24,70,29.92,64.0
Clear,795,1,72,29.92,63.0
Clear,795,2,75,29.93,62.1
Clear,795,3,83,29.93,61.0
Clear,795,4,80,29.93,60.1
Clear,795,5,87,29.93,59.0
Partly Cloudy,795,6,87,29.94,57.9
Partly Cloudy,795,7,81,29.96,61.0
Partly Cloudy,795,8,78,29.97,63.0
Partly Cloudy,795,9,68,29.98,66.9
Partly Cloudy,795,10,61,29.99,70.0
Partly Cloudy,795,11,55,29.98,72.0
Clear,795,12,59,29.98,72.0
Clear,795,13,53,29.98,73.9
Clear,795,14,55,29.97,73.0
Clear,795,15,55,29.97,73.0
Clear,795,16,55,29.96,72.0
Clear,795,17,53,29.96,73.0
Clear,795,18,57,29.95,71.1
Clear,795,19,68,29.96,68.0
Clear,795,20,70,29.96,66.0
Clear,795,21,75,29.96,64.9
Clear,795,22,75,29.99,64.0
Clear,795,23,81,30.00,63.0
Clear,795,24,84,30.00,62.1
Partly Cloudy,796,1,84,30.00,62.1
Partly Cloudy,796,2,80,30.00,62.1
Overcast,796,3,80,29.99,62.1
Overcast,796,4,80,29.99,62.1
Overcast,796,5,78,29.99,62.1
Overcast,796,6,78,30.01,62.1
Overcast,796,7,78,30.02,62.1
Overcast,796,8,73,30.03,64.0
Overcast,796,9,70,30.04,64.9
Partly Cloudy,796,10,63,30.03,68.0
Partly Cloudy,796,11,57,30.02,71.1
Partly Cloudy,796,12,59,30.02,71.1
Partly Cloudy,796,13,59,30.01,71.1
Partly Cloudy,796,14,59,30.01,71.1
Partly Cloudy,796,15,61,30.00,70.0
Partly Cloudy,796,16,61,29.98,69.1
Partly Cloudy,796,17,63,29.97,68.0
Partly Cloudy,796,18,66,29.96,66.9
Partly Cloudy,796,19,70,29.97,66.0
Partly Cloudy,796,20,75,29.97,64.0
Partly Cloudy,796,21,78,29.98,63.0
Partly Cloudy,796,22,78,29.99,63.0
Partly Cloudy,796,23,80,29.99,62.1
Clear,796,24,83,29.99,61.0
Overcast,797,1,80,29.98,62.1
Overcast,797,2,78,29.96,63.0
Overcast,797,3,80,29.95,62.1
Overcast,797,4,80,29.94,62.1
Overcast,797,5,80,29.94,62.1
Overcast,797,6,80,29.95,62.1
Overcast,797,7,77,29.95,62.6
Overcast,797,8,73,29.95,64.0
Scattered Clouds,797,9,68,29.94,66.0
Partly Cloudy,797,10,61,29.91,70.0
Clear,797,11,53,29.90,73.9
Clear,797,12,55,29.89,75.0
Clear,797,13,57,29.88,73.9
Clear,797,14,57,29.86,73.0
Partly Cloudy,797,15,61,29.85,71.1
Partly Cloudy,797,16,57,29.83,73.0
Partly Cloudy,797,17,53,29.81,73.9
Partly Cloudy,797,18,57,29.81,71.6
Partly Cloudy,797,19,63,29.82,69.1
Partly Cloudy,797,20,78,29.83,64.9
Partly Cloudy,797,21,80,29.85,64.0
Partly Cloudy,797,22,77,29.86,64.4
Partly Cloudy,797,23,78,29.86,64.0
Clear,797,24,82,29.86,62.6
Clear,798,1,84,29.84,63.0
Clear,798,2,86,29.84,62.1
Overcast,798,3,84,29.83,63.0
Overcast,798,4,82,29.84,62.6
Overcast,798,5,82,29.83,62.6
Overcast,798,6,84,29.84,62.1
Overcast,798,7,82,29.85,62.6
Overcast,798,8,81,29.86,63.0
Overcast,798,9,81,29.87,63.0
Overcast,798,10,75,29.85,66.0
Partly Cloudy,798,11,64,29.85,69.8
Partly Cloudy,798,12,63,29.86,71.1
Partly Cloudy,798,13,64,29.85,69.8
Partly Cloudy,798,14,63,29.85,70.0
Partly Cloudy,798,15,65,29.85,69.1
Partly Cloudy,798,16,68,29.84,66.9
Partly Cloudy,798,17,68,29.83,66.9
Scattered Clouds,798,18,75,29.82,64.9
Scattered Clouds,798,19,75,29.82,64.9
Mostly Cloudy,798,20,78,29.83,64.0
Overcast,798,21,81,29.85,63.0
Overcast,798,22,78,29.87,63.0
Overcast,798,23,81,29.87,63.0
Overcast,798,24,80,29.87,62.1
Overcast,799,1,80,29.87,62.1
Overcast,799,2,80,29.86,62.1
Overcast,799,3,80,29.85,62.1
Overcast,799,4,80,29.85,62.1
Overcast,799,5,83,29.85,61.0
Overcast,799,6,81,29.86,61.0
Overcast,799,7,81,29.88,61.0
Overcast,799,8,75,29.88,63.0
Overcast,799,9,75,29.89,63.0
Overcast,799,10,70,29.90,64.9
Mostly Cloudy,799,11,66,29.89,66.9
Scattered Clouds,799,12,65,29.89,69.1
Partly Cloudy,799,13,63,29.89,70.0
Scattered Clouds,799,14,61,29.87,71.1
Scattered Clouds,799,15,59,29.86,71.1
Scattered Clouds,799,16,65,29.86,69.1
Scattered Clouds,799,17,65,29.86,68.0
Scattered Clouds,799,18,65,29.86,68.0
Mostly Cloudy,799,19,75,29.87,64.0
Overcast,799,20,75,29.88,63.0
Overcast,799,21,75,29.88,63.0
Overcast,799,22,72,29.88,63.0
Overcast,799,23,75,29.89,63.0
Overcast,799,24,78,29.89,62.1
Clear,8,1,71,30.02,53.1
Clear,8,2,74,30.01,53.1
Clear,8,3,69,30.00,53.1
Clear,8,4,77,29.99,51.1
Clear,8,5,80,29.97,50.0
Mostly Cloudy,8,6,80,29.99,51.1
Mostly Cloudy,8,7,77,29.99,53.6
Mostly Cloudy,8,8,74,30.00,55.0
Overcast,8,9,64,30.01,57.0
Mostly Cloudy,8,10,60,30.01,59.0
Partly Cloudy,8,11,53,29.99,62.1
Scattered Clouds,8,12,45,29.98,64.9
Scattered Clouds,8,13,54,29.95,64.0
Mostly Cloudy,8,14,54,29.94,64.0
Mostly Cloudy,8,15,54,29.94,64.9
Scattered Clouds,8,16,58,29.94,63.0
Mostly Cloudy,8,17,64,29.92,61.0
Mostly Cloudy,8,18,69,29.92,59.0
Scattered Clouds,8,19,72,29.92,57.0
Scattered Clouds,8,20,67,29.93,57.0
Mostly Cloudy,8,21,67,29.94,57.0
Mostly Cloudy,8,22,69,29.96,57.0
Mostly Cloudy,8,23,74,29.96,55.0
Scattered Clouds,8,24,77,29.96,54.0
Clear,80,1,78,30.00,64.0
Clear,80,2,75,29.99,64.0
Clear,80,3,78,29.98,63.0
Haze,80,4,78,29.98,63.0
Haze,80,5,78,29.98,63.0
Haze,80,6,75,29.98,64.0
Haze,80,7,75,29.99,64.0
Haze,80,8,73,29.99,64.9
Haze,80,9,68,30.00,66.9
Haze,80,10,61,29.99,70.0
Partly Cloudy,80,11,57,29.98,73.9
Haze,80,12,55,29.97,75.0
Partly Cloudy,80,13,53,29.95,75.2
Scattered Clouds,80,14,53,29.94,75.0
Scattered Clouds,80,15,52,29.93,75.9
Partly Cloudy,80,16,54,29.90,77.0
Partly Cloudy,80,17,54,29.88,77.0
Partly Cloudy,80,18,55,29.86,75.0
Partly Cloudy,80,19,57,29.86,73.9
Scattered Clouds,80,20,65,29.86,70.0
Partly Cloudy,80,21,73,29.87,66.9
Partly Cloudy,80,22,75,29.89,66.0
Partly Cloudy,80,23,75,29.90,66.0
Partly Cloudy,80,24,78,29.89,64.9
Overcast,800,1,78,29.88,62.1
Overcast,800,2,81,29.86,61.0
Overcast,800,3,81,29.85,61.0
Overcast,800,4,81,29.86,61.0
Overcast,800,5,78,29.86,62.1
Overcast,800,6,78,29.87,62.1
Overcast,800,7,81,29.87,61.0
Overcast,800,8,75,29.88,63.0
Overcast,800,9,73,29.90,64.0
Overcast,800,10,73,29.91,64.9
Mostly Cloudy,800,11,73,29.93,64.9
Mostly Cloudy,800,12,68,29.93,66.9
Scattered Clouds,800,13,63,29.92,69.1
Partly Cloudy,800,14,63,29.92,69.1
Partly Cloudy,800,15,63,29.91,69.1
Scattered Clouds,800,16,63,29.89,69.1
Scattered Clouds,800,17,65,29.89,68.0
Partly Cloudy,800,18,68,29.89,66.9
Scattered Clouds,800,19,73,29.90,64.9
Mostly Cloudy,800,20,78,29.91,63.0
Overcast,800,21,78,29.93,62.1
Overcast,800,22,75,29.94,63.0
Overcast,800,23,78,29.95,62.1
Overcast,800,24,78,29.95,62.1
Overcast,801,1,78,29.94,62.1
Overcast,801,2,78,29.92,62.1
Overcast,801,3,77,29.92,62.6
Overcast,801,4,78,29.91,62.1
Overcast,801,5,78,29.93,62.1
Overcast,801,6,78,29.93,62.1
Overcast,801,7,80,29.95,62.1
Overcast,801,8,78,29.96,63.0
Overcast,801,9,73,29.97,64.0
Overcast,801,10,73,29.98,64.9
Overcast,801,11,75,29.98,64.9
Overcast,801,12,73,29.99,66.0
Mostly Cloudy,801,13,65,29.98,69.1
Overcast,801,14,68,29.99,66.9
Mostly Cloudy,801,15,65,29.99,68.0
Overcast,801,16,65,29.99,68.0
Overcast,801,17,68,29.96,66.9
Overcast,801,18,70,29.97,66.0
Overcast,801,19,73,29.96,64.9
Overcast,801,20,73,29.97,64.9
Overcast,801,21,75,29.97,64.0
Overcast,801,22,75,29.98,64.0
Overcast,801,23,78,29.98,63.0
Overcast,801,24,78,29.99,63.0
Overcast,802,1,81,29.97,63.0
Overcast,802,2,81,29.96,63.0
Overcast,802,3,78,29.94,63.0
Overcast,802,4,78,29.94,63.0
Overcast,802,5,75,29.94,62.1
Mostly Cloudy,802,6,78,29.94,61.0
Mostly Cloudy,802,7,75,29.96,62.1
Scattered Clouds,802,8,75,29.97,62.1
Scattered Clouds,802,9,65,29.97,66.0
Scattered Clouds,802,10,61,29.97,68.0
Partly Cloudy,802,11,58,29.98,69.1
Partly Cloudy,802,12,55,29.98,71.1
Partly Cloudy,802,13,57,29.96,71.1
Partly Cloudy,802,14,57,29.95,70.0
Partly Cloudy,802,15,55,29.94,70.0
Partly Cloudy,802,16,47,29.93,70.0
Partly Cloudy,802,17,41,29.92,70.0
Clear,802,18,44,29.91,70.0
Clear,802,19,51,29.91,66.9
Clear,802,20,61,29.91,64.9
Clear,802,21,65,29.91,63.0
Clear,802,22,65,29.92,63.0
Clear,802,23,70,29.92,62.1
Clear,802,24,75,29.91,61.0
Clear,803,1,75,29.90,61.0
Clear,803,2,78,29.89,60.1
Clear,803,3,81,29.88,59.0
Clear,803,4,78,29.87,57.9
Mostly Cloudy,803,5,75,29.88,59.0
Mostly Cloudy,803,6,72,29.87,60.1
Mostly Cloudy,803,7,67,29.88,62.1
Partly Cloudy,803,8,65,29.86,64.0
Partly Cloudy,803,9,61,29.88,66.9
Partly Cloudy,803,10,54,29.86,66.9
Partly Cloudy,803,11,53,29.86,71.1
Partly Cloudy,803,12,49,29.84,72.0
Partly Cloudy,803,13,49,29.83,72.0
Partly Cloudy,803,14,41,29.83,73.4
Clear,803,15,38,29.81,75.2
Clear,803,16,33,29.80,75.9
Clear,803,17,36,29.79,75.0
Clear,803,18,35,29.79,73.0
Clear,803,19,51,29.80,71.1
Clear,803,20,66,29.80,66.9
Clear,803,21,70,29.81,66.0
Clear,803,22,59,29.82,66.9
Clear,803,23,70,29.82,64.9
Clear,803,24,73,29.83,64.4
Clear,804,1,67,29.83,64.0
Clear,804,2,67,29.82,63.0
Clear,804,3,75,29.82,63.0
Clear,804,4,81,29.82,61.0
Clear,804,5,81,29.82,61.0
Clear,804,6,80,29.83,60.1
Partly Cloudy,804,7,75,29.84,63.0
Partly Cloudy,804,8,65,29.85,66.0
Clear,804,9,61,29.87,70.0
Partly Cloudy,804,10,51,29.87,71.1
Clear,804,11,46,29.86,73.9
Clear,804,12,52,29.86,73.9
Clear,804,13,53,29.86,73.0
Clear,804,14,53,29.85,73.9
Clear,804,15,55,29.85,73.0
Clear,804,16,57,29.84,73.0
Clear,804,17,57,29.84,72.0
Clear,804,18,61,29.84,70.0
